dummy_case_field,ICD-9-CM Code,ICD-9-CM Code No Dec,ICD-9-CM Short Description,ICD-9-CM Long Description,AHRQ CCS Single Level Diagnosis Category Code,AHRQ CCS Single Level Diagnosis Category Name,Ursa Serial ID
,801.12,80112,Cl skul base fx-brf coma,"Closed fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9671
,801.13,80113,Cl skul base fx-mod coma,"Closed fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9672
,801.14,80114,Cl skl base fx-prol coma,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9673
,801.15,80115,Cl skl base fx-deep coma,"Closed fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9674
,801.16,80116,Cl skul base fx-coma NOS,"Closed fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",233,Intracranial injury,9675
,801.19,80119,Cl skull base fx-concuss,"Closed fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified",233,Intracranial injury,9676
,801.20,80120,Cl skl base fx/menin hem,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",233,Intracranial injury,9677
,801.21,80121,Cl skul base fx w/o coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",233,Intracranial injury,9678
,801.22,80122,Cl skul base fx/brf coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9679
,801.23,80123,Cl skul base fx-mod coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9680
,801.24,80124,Cl skl base fx-prol coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9681
,801.25,80125,Cl skl base fx-deep coma,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9682
,801.26,80126,Cl skul base fx-coma NOS,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",233,Intracranial injury,9683
,801.29,80129,Cl skull base fx-concuss,"Closed fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",233,Intracranial injury,9684
,801.30,80130,Cl skull base fx/hem NEC,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",233,Intracranial injury,9685
,801.31,80131,Cl skul base fx w/o coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",233,Intracranial injury,9686
,801.32,80132,Cl skul base fx-brf coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9687
,801.33,80133,Cl skul base fx-mod coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9688
,801.34,80134,Cl skl base fx-prol coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9689
,801.35,80135,Cl skl base fx-deep coma,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9690
,801.36,80136,Cl skul base fx-coma NOS,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",233,Intracranial injury,9691
,801.39,80139,Cl skull base fx-concuss,"Closed fracture of base of skull with other and unspecified intracranial hemorrhage, with concussion, unspecified",233,Intracranial injury,9692
,801.40,80140,Cl sk base fx/br inj NEC,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, unspecified state of consciousness",233,Intracranial injury,9693
,801.41,80141,Cl skul base fx w/o coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with no loss of consciousness",233,Intracranial injury,9694
,801.42,80142,Cl skul base fx-brf coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9695
,801.43,80143,Cl skul base fx-mod coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9696
,801.44,80144,Cl skl base fx-prol coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours) loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9697
,801.45,80145,Cl skl base fx-deep coma,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9698
,801.46,80146,Cl skul base fx-coma NOS,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",233,Intracranial injury,9699
,801.49,80149,Cl skull base fx-concuss,"Closed fracture of base of skull with intracranial injury of other and unspecified nature, with concussion, unspecified",233,Intracranial injury,9700
,801.50,80150,Open skull base fracture,"Open fracture of base of skull without mention of intracranial injury, unspecified state of consciousness",228,Skull and face fractures,9701
,801.51,80151,Opn skl base fx w/o coma,"Open fracture of base of skull without mention of intracranial injury, with no loss of consciousness",228,Skull and face fractures,9702
,801.52,80152,Opn skl base fx-brf coma,"Open fracture of base of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness",228,Skull and face fractures,9703
,801.53,80153,Opn skl base fx-mod coma,"Open fracture of base of skull without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness",228,Skull and face fractures,9704
,801.54,80154,Op skl base fx-prol coma,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",228,Skull and face fractures,9705
,801.55,80155,Op skl base fx-deep coma,"Open fracture of base of skull without mention of intracranial injury, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",228,Skull and face fractures,9706
,801.56,80156,Opn skl base fx-coma NOS,"Open fracture of base of skull without mention of intracranial injury, with loss of consciousness of unspecified duration",228,Skull and face fractures,9707
,801.59,80159,Opn skul base fx-concuss,"Open fracture of base of skull without mention of intracranial injury, with concussion, unspecified",228,Skull and face fractures,9708
,801.60,80160,Op skl base fx/cereb lac,"Open fracture of base of skull with cerebral laceration and contusion, unspecified state of consciousness",233,Intracranial injury,9709
,801.61,80161,Opn skl base fx w/o coma,"Open fracture of base of skull with cerebral laceration and contusion, with no loss of consciousness",233,Intracranial injury,9710
,801.62,80162,Opn skl base fx-brf coma,"Open fracture of base of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9711
,801.63,80163,Opn skl base fx-mod coma,"Open fracture of base of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9712
,801.64,80164,Op skl base fx-prol coma,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9713
,801.65,80165,Op skl base fx-deep coma,"Open fracture of base of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9714
,801.66,80166,Opn skl base fx-coma NOS,"Open fracture of base of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration",233,Intracranial injury,9715
,801.69,80169,Opn skul base fx-concuss,"Open fracture of base of skull with cerebral laceration and contusion, with concussion, unspecified",233,Intracranial injury,9716
,801.70,80170,Op skl base fx/menin hem,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",233,Intracranial injury,9717
,801.71,80171,Opn skl base fx w/o coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",233,Intracranial injury,9718
,801.72,80172,Opn skl base fx-brf coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9719
,801.73,80173,Opn skl base fx-mod coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9720
,801.74,80174,Op skl base fx-prol coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level",233,Intracranial injury,9721
,801.75,80175,Op skl base fx-deep coma,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level",233,Intracranial injury,9722
,801.76,80176,Opn skl base fx-coma NOS,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",233,Intracranial injury,9723
,801.79,80179,Opn skul base fx-concuss,"Open fracture of base of skull with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",233,Intracranial injury,9724
,801.80,80180,Opn skul base fx/hem NEC,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness",233,Intracranial injury,9725
,801.81,80181,Opn skl base fx w/o coma,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness",233,Intracranial injury,9726
,801.82,80182,Opn skl base fx-brf coma,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness",233,Intracranial injury,9727
,801.83,80183,Opn skl base fx-mod coma,"Open fracture of base of skull with other and unspecified intracranial hemorrhage, with moderate [1-24 hours] loss of consciousness",233,Intracranial injury,9728
